species,phylum,enzyme_class,genes_per_genome,distinct_enzymes
CAG-492 sp000434335,Firmicutes,GT,34.6923076923077,13
CAG-492 sp002633185,Firmicutes,GT,5.5,10
CAG-495 sp000432275,Proteobacteria,GT,1.33333333333333,9
CAG-495 sp001917125,Proteobacteria,GT,11.7142857142857,14
CAG-510 sp000434615,Firmicutes,GT,29.9166666666667,12
CAG-510 sp002432425,Firmicutes,GT,10.1,10
CAG-521 sp000437635,Proteobacteria,GT,1.14285714285714,7
CAG-533 sp000434495,Firmicutes,GT,64.5555555555556,18
CAG-533 sp002438065,Firmicutes,GT,78,19
CAG-533 sp003150195,Firmicutes,GT,4.25,8
CAG-536 sp000434355,Firmicutes,GT,3.375,8
CAG-536 sp900314505,Firmicutes,GT,59.3157894736842,19
CAG-552 sp000435495,Firmicutes,GT,2.875,8
CAG-557 sp000435275,Firmicutes,GT,13.7,10
CAG-56 sp002361955,Firmicutes,GT,38,8
CAG-56 sp900066615,Firmicutes,GT,41.1818181818182,11
CAG-568 sp000434395,Firmicutes,GT,9.2,5
CAG-582 sp000435515,Firmicutes,GT,12,8
CAG-590 sp000431135,Firmicutes,GT,5.5,8
CAG-590 sp003530125,Firmicutes,GT,4.45454545454545,11
CAG-594 sp000434835,Firmicutes,GT,112.681818181818,22
CAG-603 sp900066105,Firmicutes,GT,12.9230769230769,13
CAG-603 sp900110975,Firmicutes,GT,1.75,4
CAG-603 sp900314525,Firmicutes,GT,20.3157894736842,19
CAG-603 sp900314555,Firmicutes,GT,5.2,5
CAG-603 sp900315425,Firmicutes,GT,1.42857142857143,7
CAG-605 sp000433255,Firmicutes,GT,54.5294117647059,17
CAG-605 sp000433475,Firmicutes,GT,97.875,16
CAG-611 sp000434175,Firmicutes,GT,48.1,10
CAG-628 sp000438415,Firmicutes,GT,2,4
CAG-628 sp003524085,Firmicutes,GT,24.1,10
CAG-631 sp000433015,Firmicutes,GT,1.8,5
CAG-632 sp000431515,Firmicutes,GT,3.14285714285714,7
CAG-698 sp000431235,Firmicutes,GT,4.5,2
CAG-710 sp000432595,Firmicutes,GT,49.3846153846154,26
CAG-724 sp003524145,Firmicutes,GT,30.8888888888889,18
CAG-762 sp000432575,Firmicutes,GT,37.6923076923077,13
CAG-791 sp000431495,Firmicutes,GT,215.35,20
CAG-791 sp002395235,Firmicutes,GT,3.66666666666667,3
CAG-791 sp900315055,Firmicutes,GT,3.4,5
CAG-791 sp900317475,Firmicutes,GT,1.2,5
CAG-791 sp900317555,Firmicutes,GT,4.25,4
CAG-791 sp900318875,Firmicutes,GT,28,12
CAG-791 sp900320025,Firmicutes,GT,11.1818181818182,11
CAG-793 sp000433915,Firmicutes,GT,2.8,5
CAG-793 sp002393975,Firmicutes,GT,2.25,4
CAG-81 sp000435795,Firmicutes,GT,3.71428571428571,7
CAG-81 sp900066055,Firmicutes,GT,3.4,5
CAG-81 sp900066535,Firmicutes,GT,5.72727272727273,11
CAG-81 sp900066785,Firmicutes,GT,3,7
CAG-822 sp000432855,Firmicutes,GT,14,7
CAG-83 sp000431575,Firmicutes,GT,49.4666666666667,15
CAG-83 sp000435555,Firmicutes,GT,22.0434782608696,23
CAG-83 sp000435975,Firmicutes,GT,24.2857142857143,21
CAG-83 sp001916855,Firmicutes,GT,30.8571428571429,21
CAG-83 sp002438575,Firmicutes,GT,1.875,8
CAG-83 sp003487665,Firmicutes,GT,146,23
CAG-83 sp003539495,Firmicutes,GT,34.8235294117647,17
CAG-83 sp900313295,Firmicutes,GT,51.55,20
CAG-83 sp900317425,Firmicutes,GT,1.2,5
CAG-831 sp000432775,Bacteroidota,GT,1.8,10
CAG-841 sp000437375,Firmicutes,GT,25.1818181818182,11
CAG-841 sp002405565,Firmicutes,GT,21.1,10
CAG-841 sp002479075,Firmicutes,GT,13.25,12
CAG-873 sp001689415,Bacteroidota,GT,2.83333333333333,12
CAG-873 sp001689665,Bacteroidota,GT,27.9333333333333,15
CAG-873 sp001701165,Bacteroidota,GT,52.48,25
CAG-873 sp002493945,Bacteroidota,GT,67.6111111111111,18
CAG-873 sp002633115,Bacteroidota,GT,5.41666666666667,12
CAG-877 sp000433455,Firmicutes,GT,189.0625,16
CAG-878 sp000432255,Firmicutes,GT,16.875,8
CAG-882 sp003486385,Firmicutes,GT,6.83333333333333,12
CAG-884 sp000433875,Firmicutes,GT,37.15,20
CAG-914 sp000437895,Firmicutes,GT,96.3478260869565,23
CAG-95 sp000403495,Firmicutes,GT,46.375,16
CAG-95 sp000436115,Firmicutes,GT,107.380952380952,21
CAG-95 sp000438155,Firmicutes,GT,17.3076923076923,13
CAG-95 sp002492465,Firmicutes,GT,6.14285714285714,14
CAG-95 sp900066375,Firmicutes,GT,42.5294117647059,17
CAG-964 sp000435335,Firmicutes,GT,8,9
CAG-964_A sp002493755,Firmicutes,GT,32.5833333333333,12
CAG-988 sp003149915,Firmicutes,GT,9.55555555555556,9
Campylobacter hyointestinalis_A,Other Phyla,GT,27.4444444444444,9
Campylobacter lanienae,Other Phyla,GT,3,10
Campylobacter sp002139915,Other Phyla,GT,78.6666666666667,12
Campylobacter_D coli,Other Phyla,GT,9.46666666666667,15
Catenibacterium mitsuokai,Firmicutes,GT,100.5,18
Catenibacterium sp000437715,Firmicutes,GT,3.11111111111111,9
Cellvibrio mixtus,Proteobacteria,GT,1,1
Chlamydia suis,Other Phyla,GT,61.5,10
Chlamydia trachomatis,Other Phyla,GT,1.33333333333333,3
Christensenella massiliensis,Firmicutes,GT,3.77777777777778,9
Christensenella minuta,Firmicutes,GT,8.125,8
Christensenella sp001678845,Firmicutes,GT,1,1
Chryseobacterium formosense,Bacteroidota,GT,2.33333333333333,3
Chryseobacterium limigenitum,Bacteroidota,GT,3,1
Chryseobacterium sp000737715,Bacteroidota,GT,1,1
Chryseobacterium sp000799195,Bacteroidota,GT,2.5,2
Chryseobacterium sp001556235,Bacteroidota,GT,4,1
Cloacibacillus evryensis,Other Phyla,GT,3.58333333333333,12
Cloacibacillus porcorum,Other Phyla,GT,60.6,15
Clostridioides difficile,Firmicutes,GT,2.33333333333333,3
Clostridium baratii,Firmicutes,GT,15.5,18
Clostridium beijerinckii,Firmicutes,GT,11,1
Clostridium botulinum_A,Firmicutes,GT,1,1
Clostridium botulinum_B,Firmicutes,GT,2,1
Clostridium butyricum,Firmicutes,GT,3,7
Clostridium celatum,Firmicutes,GT,18.1538461538462,13
Clostridium chauvoei,Firmicutes,GT,1.5,2
Clostridium disporicum,Firmicutes,GT,35.952380952381,21
Clostridium nigeriense,Firmicutes,GT,3.66666666666667,9
Clostridium saccharoperbutylacetonicum,Firmicutes,GT,1.5,2
Clostridium saudiense,Firmicutes,GT,14.4666666666667,15
Clostridium sp000435835,Firmicutes,GT,232.357142857143,28
Clostridium sp001916075,Firmicutes,GT,5.14285714285714,7
Clostridium sp003539755,Firmicutes,GT,3.85714285714286,7
Clostridium sp900317445,Firmicutes,GT,29.3076923076923,13
Clostridium thermobutyricum,Firmicutes,GT,5.66666666666667,9
Clostridium_A leptum,Firmicutes,GT,7.72727272727273,11
Clostridium_AI polysaccharolyticum,Firmicutes,GT,22,1
Clostridium_AI sp002297865,Firmicutes,GT,24.6666666666667,21
Clostridium_E jeddahense,Firmicutes,GT,1.33333333333333,6
Clostridium_E sporosphaeroides,Firmicutes,GT,6,2
Clostridium_F botulinum,Firmicutes,GT,3,2
Clostridium_J sulfidigenes,Firmicutes,GT,1,1
Clostridium_M bolteae,Firmicutes,GT,5.7,10
Clostridium_M citroniae,Firmicutes,GT,5.85714285714286,7
Clostridium_M clostridioforme,Firmicutes,GT,49.5666666666667,30
Clostridium_M clostridioforme_A,Firmicutes,GT,8.63636363636364,11
Clostridium_M sp000155435,Firmicutes,GT,13.4444444444444,9
Clostridium_M sp001304855,Firmicutes,GT,37,8
Clostridium_M sp001517625,Firmicutes,GT,3.42857142857143,7
Clostridium_P perfringens,Firmicutes,GT,69.2857142857143,21
Clostridium_P ventriculi,Firmicutes,GT,120.823529411765,17
Clostridium_Q saccharolyticum,Firmicutes,GT,8.88235294117647,17
Clostridium_Q sp003024715,Firmicutes,GT,17.2307692307692,13
Clostridium_Q symbiosum,Firmicutes,GT,23.1428571428571,14
Clostridium_T intestinale,Firmicutes,GT,1,2
COE1 sp000403215,Firmicutes,GT,1,3
COE1 sp001916965,Firmicutes,GT,53.0952380952381,21
COE1 sp002490665,Firmicutes,GT,2.4,5
Collinsella aerofaciens,Actinobacteriota,GT,89,2
Collinsella aerofaciens_E,Actinobacteriota,GT,18.2857142857143,7
Collinsella aerofaciens_F,Actinobacteriota,GT,28.1428571428571,7
Collinsella bouchesdurhonensis,Actinobacteriota,GT,42.9444444444444,18
Collinsella intestinalis,Actinobacteriota,GT,2.5,2
Collinsella sp000763055,Actinobacteriota,GT,5,8
Collinsella sp002232035,Actinobacteriota,GT,2,2
Collinsella sp002391315,Actinobacteriota,GT,78.421052631579,19
Collinsella stercoris,Actinobacteriota,GT,1,1
Collinsella vaginalis,Actinobacteriota,GT,4.16666666666667,6
Comamonas kerstersii,Proteobacteria,GT,10.9166666666667,12
Coprococcus eutactus,Firmicutes,GT,3,3
Coprococcus eutactus_A,Firmicutes,GT,8,12
Coprococcus sp000433075,Firmicutes,GT,8.875,8
Coprococcus sp900066115,Firmicutes,GT,1,2
Coprococcus_A catus,Firmicutes,GT,88.375,16
Coprococcus_B comes,Firmicutes,GT,26.1176470588235,17
Corynebacterium amycolatum,Actinobacteriota,GT,3.28571428571429,7
Corynebacterium freneyi,Actinobacteriota,GT,1,2
Corynebacterium glutamicum,Actinobacteriota,GT,5.15384615384615,13
Corynebacterium maris,Actinobacteriota,GT,2.57142857142857,7
Corynebacterium phoceense,Actinobacteriota,GT,1.16666666666667,6
Corynebacterium pollutisoli,Actinobacteriota,GT,3,1
Corynebacterium sp001815935,Actinobacteriota,GT,1,5
Corynebacterium sp900232865,Actinobacteriota,GT,3,6
Corynebacterium stationis,Actinobacteriota,GT,41.2,25
Corynebacterium variabile,Actinobacteriota,GT,1.58333333333333,12
Corynebacterium xerosis,Actinobacteriota,GT,86.15,20
D5 sp900113995,Firmicutes,GT,12,14
Denitrobacterium detoxificans,Actinobacteriota,GT,174,6
Desulfovibrio fairfieldensis,Other Phyla,GT,2.4,5
Desulfovibrio piger,Other Phyla,GT,35.6666666666667,18
Desulfovibrio piger_A,Other Phyla,GT,1.5,2
Desulfovibrio sp000403945,Other Phyla,GT,73.5333333333333,15
Desulfovibrio sp900319575,Other Phyla,GT,30.8,15
Dialister sp000434475,Firmicutes,GT,70.3333333333333,15
Dialister sp900314595,Firmicutes,GT,1.33333333333333,3
Dialister succinatiphilus,Firmicutes,GT,78.1333333333333,15
Dietzia maris,Actinobacteriota,GT,2.8,10
Dietzia sp002441635,Actinobacteriota,GT,24.3333333333333,12
DNF00809 sp000814825,Actinobacteriota,GT,1,1
Dorea faecis,Firmicutes,GT,3.25,8
Dorea formicigenerans,Firmicutes,GT,164.896551724138,29
Dorea longicatena,Firmicutes,GT,123.6,30
Dorea longicatena_B,Firmicutes,GT,22.2272727272727,22
Dorea scindens,Firmicutes,GT,92.4,20
Dorea sp000403475,Firmicutes,GT,6.125,8
Dorea sp000433215,Firmicutes,GT,41.9444444444444,18
Dorea sp000433535,Firmicutes,GT,7.09090909090909,11
Dorea sp000509125,Firmicutes,GT,1.33333333333333,3
Dorea sp000765215,Firmicutes,GT,2,7
Dorea sp002160985,Firmicutes,GT,2.75,4
Dorea sp002492335,Firmicutes,GT,1.14285714285714,7
Dorea sp900066555,Firmicutes,GT,15.6666666666667,9
Dorea sp900066765,Firmicutes,GT,49.8823529411765,17
Dorea sp900086625,Firmicutes,GT,1.66666666666667,6
DTU089_A sp002440045,Firmicutes,GT,47.4,10
Duncaniella sp001689425,Bacteroidota,GT,1,1
Duncaniella sp001689495,Bacteroidota,GT,1,2
Duodenibacillus sp002404465,Proteobacteria,GT,9.58333333333333,12
Dysgonomonas sp002409595,Bacteroidota,GT,6,2
Edwardsiella hoshinae,Proteobacteria,GT,2,1
Eggerthella lenta,Actinobacteriota,GT,2.66666666666667,3
Eisenbergiella massiliensis,Firmicutes,GT,14.6666666666667,12
Eisenbergiella sp900066775,Firmicutes,GT,14.7058823529412,17
Eisenbergiella tayi,Firmicutes,GT,4.69230769230769,13
Emergencia timonensis,Firmicutes,GT,1,2
Enorma massiliensis,Actinobacteriota,GT,1,1
Enterobacter himalayensis,Proteobacteria,GT,19.2222222222222,18
Enterococcus faecalis,Firmicutes,GT,25.1666666666667,18
Enterococcus_B durans,Firmicutes,GT,35.2222222222222,9
Enterococcus_B faecium,Firmicutes,GT,15.6666666666667,6
Enterococcus_B faecium_B,Firmicutes,GT,15.3333333333333,6
Enterococcus_B hirae,Firmicutes,GT,68.5714285714286,21
Enterococcus_B ratti,Firmicutes,GT,2.25,4
Enterococcus_B villorum,Firmicutes,GT,21.1333333333333,15
Enterococcus_C asini,Firmicutes,GT,2.14285714285714,7
Enterococcus_D casseliflavus,Firmicutes,GT,1.875,8
Enterococcus_D gallinarum,Firmicutes,GT,3.3,10
Enterococcus_E cecorum,Firmicutes,GT,61.3125,16
Enteroscipio rubneri,Actinobacteriota,GT,6.33333333333333,6
Enteroscipio sp000270285,Actinobacteriota,GT,1,1
ER4 sp000765235,Firmicutes,GT,83.52,25
ER4 sp002405995,Firmicutes,GT,1.16666666666667,6
ER4 sp002437735,Firmicutes,GT,1.625,8
ER4 sp003522105,Firmicutes,GT,63.2631578947369,19
ER4 sp900317525,Firmicutes,GT,102.058823529412,17
Erysipelatoclostridium ramosum,Firmicutes,GT,19.7894736842105,19
Erysipelatoclostridium sp000752095,Firmicutes,GT,37.7,20
Erysipelatoclostridium spiroforme,Firmicutes,GT,2.66666666666667,6
Escherichia coli,Proteobacteria,GT,9.26315789473684,19
Escherichia coli_D,Proteobacteria,GT,4.47058823529412,17
Escherichia dysenteriae,Proteobacteria,GT,8.61111111111111,18
Escherichia flexneri,Proteobacteria,GT,115.268292682927,41
Eubacterium callanderi,Firmicutes,GT,48,15
Eubacterium limosum_A,Firmicutes,GT,1.16666666666667,6
Eubacterium_A pyruvativorans,Firmicutes,GT,108.5,6
Eubacterium_A sp000688015,Firmicutes,GT,4.5,2
Eubacterium_A sp900321685,Firmicutes,GT,13.2727272727273,11
Eubacterium_E hallii,Firmicutes,GT,59.6818181818182,22
Eubacterium_E hallii_A,Firmicutes,GT,132.461538461538,26
Eubacterium_E sp002161065,Firmicutes,GT,23.7,10
Eubacterium_E sp900016875,Firmicutes,GT,22.1818181818182,11
Eubacterium_F sp000434115,Firmicutes,GT,15.2727272727273,11
Eubacterium_F sp002431395,Firmicutes,GT,31.5454545454546,11
Eubacterium_F sp002435545,Firmicutes,GT,3.625,8
Eubacterium_F sp003491505,Firmicutes,GT,60.9130434782609,23
Eubacterium_G sp000432355,Firmicutes,GT,8.9,10
Eubacterium_G sp000435815,Firmicutes,GT,7.5,6
Eubacterium_H cellulosolvens,Firmicutes,GT,31,9
Eubacterium_H sp000702845,Firmicutes,GT,6,11
Eubacterium_H sp002371335,Firmicutes,GT,1.33333333333333,3
Eubacterium_H sp002394235,Firmicutes,GT,58.4,15
Eubacterium_H sp003488475,Firmicutes,GT,45.3846153846154,13
Eubacterium_H sp900314295,Firmicutes,GT,40.4444444444444,18
Eubacterium_H sp900317175,Firmicutes,GT,7.85714285714286,14
Eubacterium_I ramulus,Firmicutes,GT,2.5,4
Eubacterium_I ramulus_A,Firmicutes,GT,3.5,6
Eubacterium_I sp000270305,Firmicutes,GT,1.33333333333333,6
Eubacterium_I sp900066595,Firmicutes,GT,1.33333333333333,9
Eubacterium_J plexicaudatum,Firmicutes,GT,6.64285714285714,14
Eubacterium_Q ruminantium,Firmicutes,GT,2.55555555555556,9
Eubacterium_Q sp900110635,Firmicutes,GT,1.5,2
Eubacterium_Q sp900314445,Firmicutes,GT,38.9130434782609,23
Eubacterium_R coprostanoligenes,Firmicutes,GT,210.125,16
Eubacterium_R sp000431535,Firmicutes,GT,3.33333333333333,6
Eubacterium_R sp000433975,Firmicutes,GT,29.5,10
Eubacterium_R sp000434995,Firmicutes,GT,19.2,15
Eubacterium_R sp000436835,Firmicutes,GT,17.1111111111111,9
Eubacterium_R sp002361935,Firmicutes,GT,6.2,10
Eubacterium_R sp002493325,Firmicutes,GT,6,7
Eubacterium_R sp003526845,Firmicutes,GT,23.4166666666667,12
Eubacterium_R sp900321905,Firmicutes,GT,1.5,6
Eubacterium_S uniforme,Firmicutes,GT,7.5,10
F082 sp001603665,Bacteroidota,GT,1,1
F082 sp002311655,Bacteroidota,GT,1.66666666666667,6
F082 sp900315175,Bacteroidota,GT,55.1666666666667,12
F23-B02 sp000431075,Firmicutes,GT,96.2941176470588,17
F23-B02 sp001916715,Firmicutes,GT,89.875,16
F23-B02 sp002314685,Firmicutes,GT,82.7692307692308,13
F23-B02 sp002472405,Firmicutes,GT,148.941176470588,17
F23-B02 sp003533405,Firmicutes,GT,1.8,5
F23-D06 sp900315705,Bacteroidota,GT,2.2,5
Facklamia_A sp003521095,Firmicutes,GT,2.33333333333333,3
Faecalibacterium prausnitzii_A,Firmicutes,GT,10.1111111111111,9
Faecalibacterium prausnitzii_C,Firmicutes,GT,124.421052631579,19
Faecalibacterium prausnitzii_D,Firmicutes,GT,223.565217391304,23
Faecalibacterium prausnitzii_E,Firmicutes,GT,112.055555555556,18
Faecalibacterium prausnitzii_F,Firmicutes,GT,1.75,4
Faecalibacterium prausnitzii_G,Firmicutes,GT,33.625,24
Faecalibacterium prausnitzii_H,Firmicutes,GT,9.625,8
Faecalibacterium prausnitzii_I,Firmicutes,GT,2.33333333333333,3
Faecalibacterium prausnitzii_J,Firmicutes,GT,5,4
Faecalibacterium prausnitzii_K,Firmicutes,GT,11.95,20
Faecalibacterium sp002160895,Firmicutes,GT,198.285714285714,14
Faecalibacterium sp002160915,Firmicutes,GT,20.7272727272727,11
Faecalibacterium sp003449675,Firmicutes,GT,132.444444444444,9
Faecalicatena contorta_B,Firmicutes,GT,3,8
Faecalicatena faecis,Firmicutes,GT,83.3913043478261,23
Faecalicatena glycyrrhizinilyticum,Firmicutes,GT,6.22222222222222,9
Faecalicatena gnavus,Firmicutes,GT,36.7058823529412,17
Faecalicatena lactaris,Firmicutes,GT,2,6
Faecalicatena orotica,Firmicutes,GT,16.5,10
Faecalicatena sp000364245,Firmicutes,GT,1.42857142857143,7
Faecalicatena sp000403295,Firmicutes,GT,3,2
Faecalicatena sp002160525,Firmicutes,GT,4.9,10
Faecalicatena sp002161355,Firmicutes,GT,1.4,5
Faecalicatena sp002314255,Firmicutes,GT,1,2
Faecalicatena sp002320245,Firmicutes,GT,31.75,12
Faecalicatena sp900066545,Firmicutes,GT,21.7894736842105,19
Faecalicatena torques,Firmicutes,GT,8.5,12
Faecalicoccus pleomorphus,Firmicutes,GT,7.875,8
Faecalitalea cylindroides,Firmicutes,GT,20.7142857142857,7
FD2005 sp000702525,Firmicutes,GT,6.11111111111111,9
Fibrobacter sp002391195,Other Phyla,GT,1,1
Fibrobacter_A intestinalis,Other Phyla,GT,8.5,12
Fibrobacter_A sp002797675,Other Phyla,GT,1,1
Fibrobacter_A sp003003115,Other Phyla,GT,6,1
Filifactor alocis,Firmicutes,GT,1.71428571428571,7
Firm-04 sp001940925,Firmicutes,GT,1,1
Firm-04 sp002395085,Firmicutes,GT,3.4,5
Firm-07 sp002438075,Firmicutes,GT,2.16666666666667,6
Firm-10 sp001603025,Firmicutes,GT,134.769230769231,13
Firm-11 sp001604105,Firmicutes,GT,13.4,10
Firm-11 sp001604115,Firmicutes,GT,2,7
Flavobacterium filum,Bacteroidota,GT,1,2
Flavobacterium fluvii,Bacteroidota,GT,2,1
Flavobacterium psychrophilum_B,Bacteroidota,GT,1,1
Flavobacterium saccharophilum,Bacteroidota,GT,2,1
Flavobacterium sp001428525,Bacteroidota,GT,1,1
Flavobacterium sp002482975,Bacteroidota,GT,1,1
Flavonifractor plautii,Firmicutes,GT,2.33333333333333,9
Flavonifractor sp000508885,Firmicutes,GT,2.2,5
Flavonifractor sp002159175,Firmicutes,GT,12,13
Flavonifractor sp002159455,Firmicutes,GT,2.11111111111111,9
Flavonifractor sp002161085,Firmicutes,GT,4.6,10
Flavonifractor sp002161215,Firmicutes,GT,4.11111111111111,9
Flavonifractor sp900199495,Firmicutes,GT,12.8181818181818,11
Fournierella massiliensis,Firmicutes,GT,24.2,10
Fournierella sp002160145,Firmicutes,GT,24.5,10
Fournierella sp002161595,Firmicutes,GT,6.5,2
Fusicatenibacter saccharivorans,Firmicutes,GT,136.333333333333,18
Fusobacterium vincentii,Other Phyla,GT,2,1
Fusobacterium_A mortiferum,Other Phyla,GT,6.23076923076923,13
Fusobacterium_A varium_B,Other Phyla,GT,1.5,4
Ga6A1 sp900102385,Bacteroidota,GT,1.5,4
Gabonibacter massiliensis,Bacteroidota,GT,3.6,5
GCA-002840985 sp002840985,Bacteroidota,GT,1,1
GCA-2716945 sp002716945,Proteobacteria,GT,1,2
GCA-900066135 sp900066135,Firmicutes,GT,115.916666666667,24
GCA-900066575 sp002160765,Firmicutes,GT,3.77777777777778,9
GCA-900066575 sp002160825,Firmicutes,GT,7.6,10
GCA-900066575 sp900066385,Firmicutes,GT,6.16666666666667,12
GCA-900066995 sp900291955,Firmicutes,GT,9.41666666666667,12
GCA-900199385 sp900199385,Firmicutes,GT,1,2
GCA-900199385 sp900315675,Firmicutes,GT,1.5,8
GCA-900199385 sp900320755,Firmicutes,GT,3.4,10
Gemmiger formicilis,Firmicutes,GT,759.25,20
Gemmiger sp002306375,Firmicutes,GT,8.77777777777778,9
Gemmiger sp003476825,Firmicutes,GT,382.565217391304,23
Gemmiger variabile,Firmicutes,GT,326,14
Gemmiger_A sp002160955,Firmicutes,GT,2.16666666666667,6
Gillisia sp900104765,Bacteroidota,GT,3,2
Globicatella sulfidifaciens,Firmicutes,GT,1,1
Glutamicibacter mysorens,Actinobacteriota,GT,1,1
Gordonibacter massiliensis,Actinobacteriota,GT,27.8,5
Gordonibacter pamelaeae,Actinobacteriota,GT,6.8,5
Gordonibacter urolithinfaciens,Actinobacteriota,GT,5.5,4
Granulosicoccus antarcticus,Proteobacteria,GT,15.3333333333333,3
Haemophilus_A sputorum,Proteobacteria,GT,2,1
Helicobacter_A bilis_B,Other Phyla,GT,2,6
Helicobacter_D rodentium,Other Phyla,GT,1.5,2
Helicobacter_F sp002287135,Other Phyla,GT,5.8,10
Herbinix hemicellulosilytica,Firmicutes,GT,4,1
Hespellia stercorisuis,Firmicutes,GT,1.5,6
Holdemanella biformis,Firmicutes,GT,159.55,20
Holdemanella sp002299315,Firmicutes,GT,155.3125,16
HUN007 sp002315235,Firmicutes,GT,6.7,10
Hungatella amygdalinum,Firmicutes,GT,7.6,10
Hungatella effluvii,Firmicutes,GT,17.3076923076923,13
Hungatella hathewayi,Firmicutes,GT,7.25,12
Hungatella saccharolyticum,Firmicutes,GT,1.88888888888889,9
Hungatella sp002409995,Firmicutes,GT,2,1
Hungatella sp900155545,Firmicutes,GT,1,3
Intestinibacter bartlettii,Firmicutes,GT,37.2666666666667,15
Intestinimonas butyriciproducens,Firmicutes,GT,60.4347826086957,23
Intestinimonas massiliensis,Firmicutes,GT,60.5,18
ISDg sp002311665,Firmicutes,GT,5,5
Jeotgalibaca sp001975685,Firmicutes,GT,7.8,10
K10 sp001941205,Bacteroidota,GT,3,5
Kineothrix sp000403275,Firmicutes,GT,3,1
KLE1615 sp900066985,Firmicutes,GT,77.5357142857143,28
KLE1796 sp001580115,Firmicutes,GT,10.25,8
Klebsiella pneumoniae,Proteobacteria,GT,2.26666666666667,15
Kurthia sp002359015,Firmicutes,GT,11.8,5
Kurthia sp002418445,Firmicutes,GT,11.6,5
Lachnobacterium bovis,Firmicutes,GT,4,3
Lachnobacterium bovis_A,Firmicutes,GT,6,13
Lachnoclostridium_A sp002160755,Firmicutes,GT,4.33333333333333,9
Lachnospira eligens,Firmicutes,GT,1.5,6
Lachnospira eligens_B,Firmicutes,GT,4.63636363636364,11
Lachnospira multipara,Firmicutes,GT,6.25,8
Lachnospira multipara_A,Firmicutes,GT,3.14285714285714,7
Lachnospira rogosae,Firmicutes,GT,12.9230769230769,13
Lachnospira sp000436475,Firmicutes,GT,4.45454545454545,11
Lachnospira sp000437735,Firmicutes,GT,2.66666666666667,3
Lachnospira sp002394205,Firmicutes,GT,1,3
Lachnospira sp003537285,Firmicutes,GT,7.28571428571429,14
Lachnospira sp900316325,Firmicutes,GT,100.75,20
Lactobacillus amylolyticus,Firmicutes,GT,8.57142857142857,7
Lactobacillus amylovorus,Firmicutes,GT,112,36
Lactobacillus crispatus,Firmicutes,GT,24.6153846153846,26
Lactobacillus delbrueckii,Firmicutes,GT,98.2,10
Lactobacillus delbrueckii_A,Firmicutes,GT,113.944444444444,18
Lactobacillus equicursoris,Firmicutes,GT,1.66666666666667,6
Lactobacillus gallinarum,Firmicutes,GT,12.875,16
Lactobacillus gasseri,Firmicutes,GT,3.83333333333333,6
Lactobacillus helveticus,Firmicutes,GT,5.125,16
Lactobacillus hominis,Firmicutes,GT,3.16666666666667,6
Lactobacillus johnsonii,Firmicutes,GT,144.5,28
Lactobacillus kitasatonis,Firmicutes,GT,1.33333333333333,3
Lactobacillus taiwanensis,Firmicutes,GT,3.66666666666667,9
Lactobacillus_B agilis,Firmicutes,GT,6.07692307692308,13
Lactobacillus_B animalis,Firmicutes,GT,1.5,8
Lactobacillus_B ruminis,Firmicutes,GT,2.76923076923077,13
Lactobacillus_B saerimneri,Firmicutes,GT,2.2,5
Lactobacillus_B salivarius,Firmicutes,GT,62.1290322580645,31
Lactobacillus_C rhamnosus,Firmicutes,GT,3.33333333333333,9
Lactobacillus_F plantarum,Firmicutes,GT,15,8
Lactobacillus_H coleohominis,Firmicutes,GT,6.83333333333333,6
Lactobacillus_H mucosae,Firmicutes,GT,99.44,25
Lactobacillus_H oris,Firmicutes,GT,2.5,2
Lactobacillus_H reuteri,Firmicutes,GT,145.757575757576,33
Lactobacillus_H sp002299975,Firmicutes,GT,62.125,16
Lactobacillus_H vaginalis,Firmicutes,GT,72,18
Lactobacillus_H vaginalis_A,Firmicutes,GT,1,3
Lactococcus garvieae_B,Firmicutes,GT,2,3
Lawsonibacter asaccharolyticus,Firmicutes,GT,3.57142857142857,7
Lawsonibacter sp000177015,Firmicutes,GT,41.2222222222222,27
